Chemical use
Reporting Year,Facility ID,Facility Name,Industry,Chemical ID,Chemical Name,CAS No,Processed,Manufactured,Other Use,Released to Air,Released to Land,Released to Surface Water,Released to Disposal,Released to Recycling
"2011","255","Atlantic Packaging 80 Progress Avenue","Other Printing","23","Nitrogen Oxides (NOx)","11104-93-1","","606","","606","","","",""
"2011","255","Atlantic Packaging 80 Progress Avenue","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","8382","33","","8415","","","",""
"2011","534","Atlas Roofing Corporation","Urethane & Miscellaneous Foam Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","553","","553","","","",""
"2011","534","Atlas Roofing Corporation","Urethane & Miscellaneous Foam Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","83","","83","","","",""
"2011","534","Atlas Roofing Corporation","Urethane & Miscellaneous Foam Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","1514028","30","","27603","","","",""
"2011","23215","Auto King Collison Ltd","General Automotive Repair","25","Volatile Organic Compounds (VOCs) Total","","","","933","829","","","",""
"2011","22774","Automobile Kollision Works Corp","General Automotive Repair","9","Chromium, Non-Hexavalent and its compounds","","1","","","","","","",""
"2011","22774","Automobile Kollision Works Corp","General Automotive Repair","18","Nickel and its compounds","","1","","","","","","",""
"2011","22774","Automobile Kollision Works Corp","General Automotive Repair","24","Particulate Matter 2.5 (PM2.5)","","","32","","32","","","",""
"2011","22774","Automobile Kollision Works Corp","General Automotive Repair","25","Volatile Organic Compounds (VOCs) Total","","","","82","81","","","",""
"2011","553","Autostyle Autobody Inc","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","586","443","","","",""
"2011","23537","Autotrin Autobody Repairs","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","107","107","","","",""
"2011","23348","Avenue 1 Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","214","77","","","",""
"2011","23278","Avenue Collision Inc","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","512","512","","","",""
"2011","235","BASF Canada","Resin & Synthetic Rubber Mfg.","15","Lead and its compounds","","21","","0","0","","0","",""
"2011","235","BASF Canada","Resin & Synthetic Rubber Mfg.","25","Volatile Organic Compounds (VOCs) Total","","200000","50","0","1400","","0","",""
"2011","22914","BAX Canada Ltd","Wood Kitchen Cabinet & Counter Top Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","167","","167","","","",""
"2011","22914","BAX Canada Ltd","Wood Kitchen Cabinet & Counter Top Mfg.","25","Volatile Organic Compounds (VOCs) Total","","234","","","234","","","",""
"2011","22960","Bathurst Village Cleaners Ltd","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","412","139","","","",""
"2011","180","Battenfeld Grease Canada Ltd","Other Petroleum & Coal Products Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","1016","","1016","","","",""
"2011","180","Battenfeld Grease Canada Ltd","Other Petroleum & Coal Products Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","10","","10","","","",""
"2011","180","Battenfeld Grease Canada Ltd","Other Petroleum & Coal Products Mfg.","25","Volatile Organic Compounds (VOCs) Total","","25952","29","","9711","","","",""
"2011","23296","Bellwyck Packaging","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","","","11705","6259","","","",""
"2011","22307","Belsize Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","123","99","","","",""
"2011","23562","Berry Plastics","Plastic Film and Sheet Manufacturing","23","Nitrogen Oxides (NOx)","11104-93-1","0","1200","0","1200","","","",""
"2011","23562","Berry Plastics","Plastic Film and Sheet Manufacturing","24","Particulate Matter 2.5 (PM2.5)","","2541","8","5","2554","","","",""
"2011","23562","Berry Plastics","Plastic Film and Sheet Manufacturing","25","Volatile Organic Compounds (VOCs) Total","","2353","23","0","2376","","","",""
"2011","23383","Better Way Dry Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","921","488","","","",""
"2011","23470","Bianchi Brothers Auto Body","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","415","375","","","",""
"2011","23275","Big Boss Furniture","Particle Board & Fibreboard Mills","24","Particulate Matter 2.5 (PM2.5)","","","55","","55","","","",""
"2011","23275","Big Boss Furniture","Particle Board & Fibreboard Mills","25","Volatile Organic Compounds (VOCs) Total","","915","","","137","","","",""
"2011","22993","Birchmount Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","482","271","","","",""
"2011","120","Black Creek Dry Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","0","0","92","45","","0","",""
"2011","192","Blanco Canada Incorporated","Plastic Plumbing Fixture Mfg.","9","Chromium, Non-Hexavalent and its compounds","","7215","","","","","","",""
"2011","192","Blanco Canada Incorporated","Plastic Plumbing Fixture Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","1153","","1153","","","",""
"2011","192","Blanco Canada Incorporated","Plastic Plumbing Fixture Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","87","","87","","","",""
"2011","192","Blanco Canada Incorporated","Plastic Plumbing Fixture Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","442539","","13276","","","",""
"2011","23033","Blue Bonnet Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","590","","","","",""
"2011","23469","Bodylines Auto Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","348","306","","","",""
"2011","574","Brazilian Canadian Coffee Co. Ltd.","Coffee & Tea Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","351","","351","","","",""
"2011","574","Brazilian Canadian Coffee Co. Ltd.","Coffee & Tea Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","96","","96","","","",""
"2011","574","Brazilian Canadian Coffee Co. Ltd.","Coffee & Tea Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","54892","","54892","","","",""
"2011","274","Brenntag Canada Inc OS52 Titan","All Other Misc. Chemical Product Mfg.","14","Formaldehyde","50-00-0","80400","0","0","1","","0","",""
"2011","274","Brenntag Canada Inc OS52 Titan","All Other Misc. Chemical Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","13161340","0","0","1597","","0","",""
"2011","23358","Brimell Group Paint And Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","568","444","","","",""
"2011","22170","Brite Star Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","343","96","","","",""
"2011","22020","Broadview Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","349","118","","","",""
"2011","23444","Brothers & Sons Cleaners","Coin-Operated Laundries & Dry Cleaners","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","269","","","","",""
"2011","463","CCL Label","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","0","0","11468","8470","0","0","0","0"
"2011","279","CJ Graphics Inc","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","15890","","","7530","","","",""
"2011","23504","CK Collision Centres","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","311","311","","","",""
"2011","22902","CKF Inc.","Polystyrene Foam Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","386000","","","88780","","","",""
"2011","25362","CLOCK CLEANERS","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","184","68","","","",""
"2011","242","Cameron Advertising Displays Limited","Digital Printing","25","Volatile Organic Compounds (VOCs) Total","","","","50","50","","","",""
"2011","214","Cameron Advertising Displays Limited","Commercial Screen Printing","25","Volatile Organic Compounds (VOCs) Total","","","","450","450","","","",""
"2011","217","Campbell Company Of Canada","Fruit & Vegetable Canning, Pickling & Drying","23","Nitrogen Oxides (NOx)","11104-93-1","","30484","","30484","","","",""
"2011","217","Campbell Company Of Canada","Fruit & Vegetable Canning, Pickling & Drying","24","Particulate Matter 2.5 (PM2.5)","","","1135","","1135","","","",""
"2011","217","Campbell Company Of Canada","Fruit & Vegetable Canning, Pickling & Drying","25","Volatile Organic Compounds (VOCs) Total","","","3497","","3497","","","",""
"2011","23498","Campus Auto Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","724","454","","","",""
"2011","23409","Can Fix Auto Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","12","7","","","",""
"2011","324","Canada Bread Company Limited","Commercial Bakeries & Frozen Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","1780","","1780","","","",""
"2011","210","Canada Bread Company Limited","Commercial Bakeries & Frozen Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","1465","","1465","","","",""
"2011","324","Canada Bread Company Limited","Commercial Bakeries & Frozen Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","135","","135","","","",""
"2011","210","Canada Bread Company Limited","Commercial Bakeries & Frozen Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","111","","111","","","",""
"2011","324","Canada Bread Company Limited","Commercial Bakeries & Frozen Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","102395","399","102795","","","",""
"2011","210","Canada Bread Company Limited","Commercial Bakeries & Frozen Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","35835","84","35919","","","",""
"2011","369","Canada Bread Company Ltd","Commercial Bakeries & Frozen Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","1375","","1375","","","",""
"2011","369","Canada Bread Company Ltd","Commercial Bakeries & Frozen Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","105","","105","","","",""
"2011","369","Canada Bread Company Ltd","Commercial Bakeries & Frozen Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","39164","85","39249","","","",""
"2011","365","Canadian Custom Packaging","Pharmaceutical & Medicine Mfg.","20","Trichloroethylene","079-01-6","145","","","0","","","",""
"2011","365","Canadian Custom Packaging","Pharmaceutical & Medicine Mfg.","25","Volatile Organic Compounds (VOCs) Total","","309133","","","","","0","",""
"2011","22859","Canadian Linen And Uniform Service Co","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","23","Nitrogen Oxides (NOx)","11104-93-1","","1529","","1529","","","",""
"2011","22859","Canadian Linen And Uniform Service Co","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","24","Particulate Matter 2.5 (PM2.5)","","","520","","520","","","",""
"2011","22860","Canadian Linen And Uniform Service Co","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","24","Particulate Matter 2.5 (PM2.5)","","","58","","58","","","",""
"2011","23073","Canadian Linen Uniform Service Co","Linen & Uniform Supply","23","Nitrogen Oxides (NOx)","11104-93-1","","1291","","1291","","","",""
"2011","23073","Canadian Linen Uniform Service Co","Linen & Uniform Supply","24","Particulate Matter 2.5 (PM2.5)","","","413","","413","","","",""
"2011","23073","Canadian Linen Uniform Service Co","Linen & Uniform Supply","25","Volatile Organic Compounds (VOCs) Total","","","","227","227","","","",""
"2011","24346","Canadian Printco Limited","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","1289","","222","1255","","","",""
"2011","22640","Canadian Printing Resources","Other Printing","13","Dichloromethane (Methylene chloride)","75-09-2","9","","","","","","",""
"2011","22640","Canadian Printing Resources","Other Printing","15","Lead and its compounds","","1","","","","","","",""
"2011","22640","Canadian Printing Resources","Other Printing","18","Nickel and its compounds","","1","","","","","","",""
"2011","472","Canroof Corporation Inc CRC Toronto","Asphalt Shingle & Coating Material Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","3963","","3963","","","",""
"2011","472","Canroof Corporation Inc CRC Toronto","Asphalt Shingle & Coating Material Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","11002","","11002","","","",""
"2011","472","Canroof Corporation Inc CRC Toronto","Asphalt Shingle & Coating Material Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","218","2953","3171","","","",""
"2011","21869","Careful Hand Laundry & Dry Cleaners Limited","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","117","","","","",""
"2011","25135","Cargill Kitchen Solutions","All Other Food Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","67","","67","","","",""
"2011","23294","Carriage Autobody Inc","Automotive Body, Paint & Interior R&M","23","Nitrogen Oxides (NOx)","11104-93-1","","1","","","","","",""
"2011","23294","Carriage Autobody Inc","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","622","294","","","",""
"2011","24014","Carstar Downsview","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","484","484","","","",""
"2011","23247","Carstar On St Clair","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","768","496","","","",""
"2011","23914","Cascades Recovery Inc","Material Recovery Facilities","16","Manganese and its compounds","","21","","","21","","","",""
"2011","23914","Cascades Recovery Inc","Material Recovery Facilities","23","Nitrogen Oxides (NOx)","11104-93-1","","203","","203","","","",""
"2011","23433","Castle Auto Collision & Mechanical Service","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","303","177","","","",""
"2011","22542","Central Epicure Food Products Ltd","Seafood Product Preparation & Packaging","24","Particulate Matter 2.5 (PM2.5)","","","145","","145","","","",""
"2011","22542","Central Epicure Food Products Ltd","Seafood Product Preparation & Packaging","25","Volatile Organic Compounds (VOCs) Total","","","133","","133","","","",""
"2011","23443","Centre Honda","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","495","202","","","",""
"2011","23354","Century 3000 Auto Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","547","339","","","",""
"2011","23481","Champion Motors Inc","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","108","108","","","",""
"2011","282","Charles Sammut Limited","Wood Window & Door Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","60","","60","","","",""
"2011","411","Chemtura Canada Co./Cie West Hill","Other Petroleum & Coal Products Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","7100","","7100","","","",""
"2011","411","Chemtura Canada Co./Cie West Hill","Other Petroleum & Coal Products Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","2335","","2335","","","",""
"2011","411","Chemtura Canada Co./Cie West Hill","Other Petroleum & Coal Products Mfg.","25","Volatile Organic Compounds (VOCs) Total","","21000","","768000","346600","","","",""
"2011","22084","Choice Coin Laundry","Coin-Operated Laundries & Dry Cleaners","25","Volatile Organic Compounds (VOCs) Total","","","","36","36","","","",""
"2011","23376","Christom Auto Body","Automotive Exhaust System Repair","24","Particulate Matter 2.5 (PM2.5)","","0","110","0","110","","0","",""
"2011","23376","Christom Auto Body","Automotive Exhaust System Repair","25","Volatile Organic Compounds (VOCs) Total","","","0","136","136","","0","",""
"2011","531","Churethane Inc","Urethane & Miscellaneous Foam Product Mfg.","13","Dichloromethane (Methylene chloride)","75-09-2","","","8100","1134","","","",""
"2011","23143","Cintas Corporation 881","Linen & Uniform Supply","23","Nitrogen Oxides (NOx)","11104-93-1","","1097","","1097","","","",""
"2011","23143","Cintas Corporation 881","Linen & Uniform Supply","24","Particulate Matter 2.5 (PM2.5)","","","42","","42","","","",""
"2011","23143","Cintas Corporation 881","Linen & Uniform Supply","25","Volatile Organic Compounds (VOCs) Total","","","121","","121","","","",""
"2011","23147","Cintas Corporation Loc 882","Linen & Uniform Supply","23","Nitrogen Oxides (NOx)","11104-93-1","","899","","899","","","",""
"2011","23147","Cintas Corporation Loc 882","Linen & Uniform Supply","24","Particulate Matter 2.5 (PM2.5)","","","34","","34","","","",""
"2011","23147","Cintas Corporation Loc 882","Linen & Uniform Supply","25","Volatile Organic Compounds (VOCs) Total","","","99","","99","","","",""
"2011","569","City of Toronto Ashbridges Bay Wastewater Treatment Plant","Sewage Treatment Facilities","5","Cadmium and its compounds","","204","","","","","204","",""
"2011","569","City of Toronto Ashbridges Bay Wastewater Treatment Plant","Sewage Treatment Facilities","15","Lead and its compounds","","2270","","","","","2270","",""
"2011","569","City of Toronto Ashbridges Bay Wastewater Treatment Plant","Sewage Treatment Facilities","17","Mercury and its compounds","","14","","","","","14","",""
"2011","569","City of Toronto Ashbridges Bay Wastewater Treatment Plant","Sewage Treatment Facilities","18","Nickel and its compounds","","2270","","","","","2270","",""
"2011","569","City of Toronto Ashbridges Bay Wastewater Treatment Plant","Sewage Treatment Facilities","23","Nitrogen Oxides (NOx)","11104-93-1","","33000","","33000","","","",""
"2011","569","City of Toronto Ashbridges Bay Wastewater Treatment Plant","Sewage Treatment Facilities","24","Particulate Matter 2.5 (PM2.5)","","","627","","627","","","",""
"2011","569","City of Toronto Ashbridges Bay Wastewater Treatment Plant","Sewage Treatment Facilities","25","Volatile Organic Compounds (VOCs) Total","","","1820","","1820","","","",""
"2011","512","City of Toronto City Clerk's Office","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","344","","437","760","","","",""
"2011","502","City of Toronto Dufferin Organics Processing Facility","Waste Treatment & Disposal","23","Nitrogen Oxides (NOx)","11104-93-1","","2777","","2777","","","",""
"2011","502","City of Toronto Dufferin Organics Processing Facility","Waste Treatment & Disposal","24","Particulate Matter 2.5 (PM2.5)","","","2752","","2752","","","",""
"2011","502","City of Toronto Dufferin Organics Processing Facility","Waste Treatment & Disposal","22","Polycyclic Aromatic Hydrocarbons (PAHs)","","","28","","28","","","",""
"2011","502","City of Toronto Dufferin Organics Processing Facility","Waste Treatment & Disposal","25","Volatile Organic Compounds (VOCs) Total","","","54","","54","","","",""
"2011","570","City of Toronto Highland Creek Treatment Plant","Sewage Treatment Facilities","5","Cadmium and its compounds","","34","","","3","","31","",""
"2011","570","City of Toronto Highland Creek Treatment Plant","Sewage Treatment Facilities","15","Lead and its compounds","","659","","","32","","627","",""
"2011","570","City of Toronto Highland Creek Treatment Plant","Sewage Treatment Facilities","17","Mercury and its compounds","","87","","","11","","76","",""
"2011","570","City of Toronto Highland Creek Treatment Plant","Sewage Treatment Facilities","18","Nickel and its compounds","","816","","","","","816","",""
"2011","570","City of Toronto Highland Creek Treatment Plant","Sewage Treatment Facilities","23","Nitrogen Oxides (NOx)","11104-93-1","","66000","","66000","","","",""
"2011","570","City of Toronto Highland Creek Treatment Plant","Sewage Treatment Facilities","24","Particulate Matter 2.5 (PM2.5)","","","22800","","22800","","","",""
"2011","570","City of Toronto Highland Creek Treatment Plant","Sewage Treatment Facilities","25","Volatile Organic Compounds (VOCs) Total","","","703","","703","","","",""
"2011","571","City of Toronto Humber Wastewater Treatment Plant","Sewage Treatment Facilities","5","Cadmium and its compounds","","69","","","","","69","",""
"2011","571","City of Toronto Humber Wastewater Treatment Plant","Sewage Treatment Facilities","15","Lead and its compounds","","1380","","","","","1380","",""
"2011","571","City of Toronto Humber Wastewater Treatment Plant","Sewage Treatment Facilities","17","Mercury and its compounds","","10","","","","","10","",""
"2011","571","City of Toronto Humber Wastewater Treatment Plant","Sewage Treatment Facilities","18","Nickel and its compounds","","1770","","","","","1770","",""
"2011","571","City of Toronto Humber Wastewater Treatment Plant","Sewage Treatment Facilities","23","Nitrogen Oxides (NOx)","11104-93-1","","9900","","9900","","","",""
"2011","571","City of Toronto Humber Wastewater Treatment Plant","Sewage Treatment Facilities","24","Particulate Matter 2.5 (PM2.5)","","","188","","188","","","",""
"2011","571","City of Toronto Humber Wastewater Treatment Plant","Sewage Treatment Facilities","25","Volatile Organic Compounds (VOCs) Total","","","545","","545","","","",""
"2011","572","City of Toronto North Toronto Treatment Plant","Sewage Treatment Facilities","5","Cadmium and its compounds","","6","","","","","6","",""
"2011","572","City of Toronto North Toronto Treatment Plant","Sewage Treatment Facilities","15","Lead and its compounds","","111","","","","","111","",""
"2011","572","City of Toronto North Toronto Treatment Plant","Sewage Treatment Facilities","23","Nitrogen Oxides (NOx)","11104-93-1","","369","","369","","","",""
"2011","543","Clariant Canada Inc","All Other Plastic Product Mfg.","8","Chromium, Hexavalent and its compounds","","4244","0","0","0","0","0","0","0"
"2011","543","Clariant Canada Inc","All Other Plastic Product Mfg.","9","Chromium, Non-Hexavalent and its compounds","","2089","0","0","0","0","0","0","0"
"2011","543","Clariant Canada Inc","All Other Plastic Product Mfg.","15","Lead and its compounds","","18744","0","0","0","0","0","0","0"
"2011","543","Clariant Canada Inc","All Other Plastic Product Mfg.","16","Manganese and its compounds","","145","0","0","0","0","0","0","0"
"2011","543","Clariant Canada Inc","All Other Plastic Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","223","0","223","0","0","0","0"
"2011","543","Clariant Canada Inc","All Other Plastic Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","112","0","112","0","0","0","0"
"2011","23035","Cleanrite Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","293","99","","","",""
"2011","216","Club Coffee LP","Coffee & Tea Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","2192","","2192","","","",""
"2011","216","Club Coffee LP","Coffee & Tea Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","987","","987","","","",""
"2011","216","Club Coffee LP","Coffee & Tea Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","473","","473","","","",""
"2011","371","CocaCola Refreshments Canada Company Weston Plant","Soft Drink & Ice Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","3150","","3150","","","",""
"2011","371","CocaCola Refreshments Canada Company Weston Plant","Soft Drink & Ice Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","60","","60","","","",""
"2011","371","CocaCola Refreshments Canada Company Weston Plant","Soft Drink & Ice Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","849","","849","","","",""
"2011","497","Coco Paving Inc Leaside HMA Plant","Asphalt Paving Mixture & Block Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","555","","555","","","",""
"2011","497","Coco Paving Inc Leaside HMA Plant","Asphalt Paving Mixture & Block Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","193","","193","","","",""
"2011","497","Coco Paving Inc Leaside HMA Plant","Asphalt Paving Mixture & Block Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","175","","175","","","",""
"2011","498","Coco Paving Inc Wilson HMA Plant","Asphalt Paving Mixture & Block Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","1199","","1199","","","",""
"2011","498","Coco Paving Inc Wilson HMA Plant","Asphalt Paving Mixture & Block Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","398","","398","","","",""
"2011","498","Coco Paving Inc Wilson HMA Plant","Asphalt Paving Mixture & Block Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","379","","379","","","",""
"2011","474","Colmar Corporation","Printing Ink Mfg.","16","Manganese and its compounds","","43","","","1","","","",""
"2011","474","Colmar Corporation","Printing Ink Mfg.","25","Volatile Organic Compounds (VOCs) Total","","10830","","","407","","","",""
"2011","240","Colour Innovations Print Inc","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","","","11346","5622","","","",""
"2011","226","Colwell Canada Corp","Other Printing","23","Nitrogen Oxides (NOx)","11104-93-1","","633","","633","","","",""
"2011","226","Colwell Canada Corp","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","106174","","","56673","","","",""
"2011","24255","Commercial Bakeries Corp","Cookie & Cracker Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","1315","0","1315","","","",""
"2011","24255","Commercial Bakeries Corp","Cookie & Cracker Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","69","0","69","","","",""
"2011","23212","Compagnie Parento Ltd","All Other Misc. Chemical Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","","32990","33","","","",""
"2011","23148","Conquest Auto Centre Inc","Automotive Body, Paint & Interior R&M","24","Particulate Matter 2.5 (PM2.5)","","","771","","771","","","",""
"2011","23148","Conquest Auto Centre Inc","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","261","199","","","",""
"2011","23422","Cool1 Autobody Ltd","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","0","68","68","","0","",""
"2011","24326","Copacetic Woodwork & Design Ltd","Wood Kitchen Cabinet & Counter Top Mfg.","25","Volatile Organic Compounds (VOCs) Total","","238","","","238","","","",""
"2011","22776","Corby's Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","25","Volatile Organic Compounds (VOCs) Total","","","","130","75","","","",""
"2011","22423","Corry Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","150","120","","","",""
"2011","90","Cosmetica Laboratories Inc","Toilet Preparation Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","","770","770","","","",""
"2011","23178","Coyle Corrugated Containers Inc","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","753","","42","795","","","",""
"2011","23733","Craftsman Custom Built Shutters Inc","Wood Window & Door Mfg.","25","Volatile Organic Compounds (VOCs) Total","","420","","","420","","","",""
"2011","22948","Creative Custom Furnishings Corporation","Upholstered Household Furniture Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","86","","86","","","",""
"2011","23042","Crescent Town Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","1","","","","",""
"2011","447","D Crupi and Sons Limited Bethridge Asphalt Plant","Asphalt Paving Mixture & Block Mfg.","14","Formaldehyde","50-00-0","0","326","0","326","","0","",""
"2011","447","D Crupi and Sons Limited Bethridge Asphalt Plant","Asphalt Paving Mixture & Block Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","2802","","2802","","","",""
"2011","447","D Crupi and Sons Limited Bethridge Asphalt Plant","Asphalt Paving Mixture & Block Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","462","","462","","","",""
"2011","447","D Crupi and Sons Limited Bethridge Asphalt Plant","Asphalt Paving Mixture & Block Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","4936","","4936","","","",""
"2011","448","D Crupi and Sons Limited Brimley Asphalt Plant","Asphalt Paving Mixture & Block Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","932","","932","","","",""
"2011","448","D Crupi and Sons Limited Brimley Asphalt Plant","Asphalt Paving Mixture & Block Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","321","","321","","","",""
"2011","448","D Crupi and Sons Limited Brimley Asphalt Plant","Asphalt Paving Mixture & Block Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","427","","427","","","",""
"2011","446","D Crupi and Sons Limited Passmore Ave Asphalt Plant","Asphalt Paving Mixture & Block Mfg.","14","Formaldehyde","50-00-0","","107","","107","","","",""
"2011","446","D Crupi and Sons Limited Passmore Ave Asphalt Plant","Asphalt Paving Mixture & Block Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","3669","","3669","","","",""
