Facilities List
ID,Name,Address,Unit No,Postal Code,Primary Contact Last Name,Primary Contact First Name,Phone,Phone Ext,Industry,Employees at Facility
"22927","City of Toronto Island Water Treatment Plant","446 Lakeshore Avenue On Centre Island","","M5J 1X9","Robertson","Niall ","416-397-0476","","Water Supply & Irrigation Systems","30"
"572","City of Toronto North Toronto Treatment Plant","21 Redway Rd","","M4H 1P6","Moti","Praneeta","416-397-9761","","Sewage Treatment Facilities","12"
"23164","City of Toronto Parks Forestry And Recreation","1 Eastville Ave","","M1M 2N5","Ng","Art","416-338-1978","","Zoos & Botanical Gardens","9999"
"22929","City of Toronto R C Harris Water Treatment Plant","2701 Queen Street East","","M4E 1J1","Mitchell","Gordon","416-392-9181","","Water Supply & Irrigation Systems","30"
"23226","City of Toronto R L Clark Water Treatment Plant","45 23rd Street","","M8V 3M6","Fabbro","Mauro","416-392-8837","","Water Supply & Irrigation Systems","30"
"541","City of Toronto Scarborough Transfer Station","1 Transfer Pl","","M1S 5H8","Williams","Garvin","416-392-7424","","All Other Waste Management Services","25"
"622","City of Toronto Transportation Signs and Markings Sign Shop","40 Toryork Dr","","M9L 1X6","Pinkerton","Allan","416-338-4807","","Sign Mfg.","18"
"542","City of Toronto Victoria Park Transfer Station","3350 Victoria Park Ave","","M2H 3K5","Lam","Dennis","416-392-3668","","All Other Waste Management Services","16"
"24456","Cj Service","2433 Dufferin St","","M6E 3T2","Peitos","John","416-787-9854","","General Automotive Repair","2"
"23124","Clareplex Display Company Inc","1085 Bellamy Rd N","19","M1H 3C7","Tiborcz","Clara","416-431-5589","","All Other Plastic Product Mfg.","1"
"543","Clariant Canada Inc","2 Lone Oak Court","","M9C 5R9","Walton","Ron","704-331-7736","","All Other Plastic Product Mfg.","63"
"24467","Class One Dry Cleaners","1251 Yonge St Toronto ON","3","M4T 1W6","Park","Soonhee","416-901-6039","","All Other Misc. Store Retailers, n.e.c.","2"
"25005","Classic Creations Jewellers","5799 Yonge Street","101","M2M 3V3","Freiberg","Sam","416-222-0405","","Jewellery Stores","15"
"24839","Classic Wood MOuldings","40 Ronson Dr","","M9W 1B3","Hunter","Chelsea","613-225-4782","","Other Building Material Dealers","3"
"22763","Classic Woodworking Vanity Inc","21 Signal Hill Ave","8","M9W 6V8","Mohammed","Kamini","416-675-7003","","All Other Household Furniture Mfg.","4"
"23035","Cleanrite Cleaners","368 Gerrard St E","","M5A 2G8","Hirji","Farook","416-922-2976","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","5"
"23840","Clear Ice Solid Blocks Inc","464 Gilbert","","M6E 4X5","Giuliani","Lino","416-256-2073","","All Other Food Mfg.","4"
"83","Clearmount Plastics Limited","103 Vanderhoof Ave","","M4G 2H5","Plummer","David","416-429-7097","22","All Other Plastic Product Mfg.","10"
"22105","Clearview Industries Ltd","45 Fenmar Dr","","M9L 1M1","Marsala","Tom","647-788-2165","","Metal Window & Door Mfg.","50"
"24674","Cliplight Manufacturing","961 Alness St","","M3J 2J1","Trivedi","Ketan","416-736-9036","105","Chemical (exc. Agr.) & Allied Product Whl.","18"
"23401","Clixx Direct Marketing Services","44 Metropolitan Road","","M1R 2T6","Abrazaldo","Sherwin","416-609-1638","230","Digital Printing","60"
"23034","Clock Cleaners","6097 Kingston Rd","","M1C 1K5","Yu","Jungok","416-282-9946","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","2"
"23907","Clothing System Inc","2245 Midland Ave","2","M1P 4P9","Chan","Bong","416-293-6638","106","Clothing & Clothing Accessories Whl.","3"
"22588","Clover Dry Cleaners","120 Lombard St","2","M5C 3H5","Choi","Sung","416-226-2551","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","1"
"216","Club Coffee LP","65 Carrier Drive","","M9W 5V9","Torres","Wing","416-675-1300","2690","Coffee & Tea Mfg.","116"
"21985","Club Ink","14 Costain Ave","","M4E 2G6","Scout","Joe","416-694-1996","","Digital Printing","2"
"25099","CoDenta Ceramic Laboratory","331 Eglinton Ave E","","M4P 1L7","Stribopoulos","Constatinos","416-482-0050","","Other Personal Care Services","2"
"24422","Coasters Plus","45 Leadale Avenue","","M4G 3E9","Mackay","Neil","416-929-8147","22","Private Households","1"
"24496","Cobra Manufacturing Ltd","25 Bertal Rd","8","M6M 4L7","Medina","Walter","416-769-6404","","All Other Cut & Sew Clothing Mfg.","6"
"371","CocaCola Refreshments Canada Company Weston Plant","24 Fenmar Drive","","M9L 1L8","Pathak","Samir","416-424-6362","","Soft Drink & Ice Mfg.","125"
"497","Coco Paving Inc Leaside HMA Plant","37 Commercial Road","","M4G 1Z3","Rossi","Anthony ","416-633-9670","","Asphalt Paving Mixture & Block Mfg.","2"
"498","Coco Paving Inc Wilson HMA Plant","949 Wilson Avenue","","M3K 1G2","Rossi","Anthony ","416-633-9670","","Asphalt Paving Mixture & Block Mfg.","3"
"134","Cocomile Service Centre","995 Pape Ave","","M4K 3V8","Greco","Vince","416-425-8220","","General Automotive Repair","7"
"24527","Cohen Cosmetic And Emergency Denture Clinic","1245 Dupont St","6B","M6H 2A6","Cohen","Eugene","416-536-4521","","Offices of Dentists","1"
"22507","Coin Laundromat","2471 Lake Shore Blvd W","","M8V 1C5","Rodrigues","Alex","416-255-5901","","Coin-Operated Laundries & Dry Cleaners","1"
"24050","Coinlaundry","1736 Lawrence Ave E","","M1R 2Y1","Osipova","Natalya","647-713-5460","","Coin-Operated Laundries & Dry Cleaners","1"
"22353","Coleman Containers Limited","54 Atomic Ave","","M8Z 5L1","Medeiros","Paul","416-253-7441","249","Corrugated & Solid Fibre Box Mfg.","49"
"24947","Collins Auto Parts","151 Nugget Ave","","M1S 3B1","Teffer","Danny","416-754-8540","","Other New Motor Vehicle Parts & Access. Whl.","81"
"25282","Collision Solutions Network","377 Evans Avenue","Suite 102","M8Z 1K8","Hayward","Jay","416-503-4468","225","Head Offices","17"
"24132","Collison Goll Limited","41 Millwick Drive","","M9L 1Y4","Buckerfield","Doug","416-741-8981","","Turned Product & Screw, Nut & Bolt Mfg.","42"
"474","Colmar Corporation","310 Attwell Drive","","M9W 5B2","Marshall","Ralph","416-675-7117","","Printing Ink Mfg.","46"
"397","Color Box Design Printing","6037 Yonge Street","","M2M 3W2","Hwang","Jeong","416-221-3737","","Digital Printing","2"
"240","Colour Innovations Print Inc","161 Norfinch Dr","","M3N 1Y2","Tilley","Ken","416-663-6703","","Other Printing","45"
"24067","Coloured Aggregates Inc","5 Leith Hill Road","","M2J 1Y9","Stewart","Jackie","416-498-1090","","Masonry Work","5"
"22443","Colourgenics Inc","11 Davies Avenue","102","M4M 2A9","Chij","Karen","416-461-3233","","Digital Printing","5"
"226","Colwell Canada Corp","30 Tempo Avenue","","M2H 2N8","Malik","Ashok","416-499-1946","378","Other Printing","38"
"24255","Commercial Bakeries Corp","45 Torbarrie Road","","M3L 1G5","Abdulla","Laith","416-247-5478","234","Cookie & Cracker Mfg.","175"
"22766","CompTech Mfg Inc","58 Scarsdale Rd","","M3B 2R7","Game","Richard","416-510-1035","226","All Other Plastic Product Mfg.","40"
"23212","Compagnie Parento Ltd","16 Curity Avenue","","M4B 1X7","Carter","Marsha","416-751-5100","111","All Other Misc. Chemical Product Mfg.","18"
"23744","Compusound Vascular Lab","3000 Lawrence Ave E","2203","M1P 2V1","O'Dwyer","Michael","416-431-5885","","Medical & Diagnostic Laboratories","3"
"22219","Comtix Tickets Inc","84 Wingold Avenue","","M6B 1P5","Stobber","Steve","416-298-3000","228","Digital Printing","10"
"21876","Condoplex Monitoring Systems","75 Horner Ave","7","M8Z 4X5","Private","Private","000-000-0000","","Other Communications Equipment Mfg.","10"
"23148","Conquest Auto Centre Inc","30 Jutland Rd","","M8Z 2G9","Bechler","Sven","416-255-5363","","Automotive Body, Paint & Interior R&M","8"
"25240","Conquest Steel Inc","112 Rivalda Road","","M9M 2M8","Rotondi","Luisa","416-741-3236","110","Cold-Rolled Steel Shape Mfg.","6"
"24121","Conrex Steel Ltd","50 Taber Road","","M9W 3A8","Mcintyre","David","416-747-4668","","Cold-Rolled Steel Shape Mfg.","36"
"21893","Conserval Engineering Inc","200 Wildcat Road","","M3J 2N5","Cassidy","John","416-661-7057","259","Engineering Services","12"
"24743","Construction Distribution Supply Co Inc","4630 Dufferin Street","8A","M3H 5S4","Marklew","Stephen","416-665-8006","274","General Warehousing & Storage","50"
"24517","Contour Machine Ltd","3650 Weston Road","17-22","M9L 1W2","Baxter","John","416-747-7997","","All Other Misc. Fabricated Metal Product Mfg.","40"
"22800","Contours 2000 Inc","1250 Ormont Dr","","M9L 2V4","Chmielnik","Yvette","416-503-1234","27","Wood Kitchen Cabinet & Counter Top Mfg.","42"
"23973","Cookiegrams","81 Brisbane Rd","7","M3J 2K3","Estreicher","Ben","416-663-7770","","Retail Bakeries","2"
"23422","Cool1 Autobody Ltd","1405 Bloor St West","5","M6P 3L4","FREIRE","CARLOS","416-516-6650","","Automotive Body, Paint & Interior R&M","2"
"24326","Copacetic Woodwork & Design Ltd","818a Eastern Ave","","M4L 1A1","Alexander","Ian","416-462-1177","","Wood Kitchen Cabinet & Counter Top Mfg.","8"
"22776","Corby's Cleaners","59 Underhill Dr","","M3A 2J8","Chang","Yong Kwan","416-894-2139","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","4"
"23512","Core Cryolab Inc","585 University Ave","BC8131","M5G 2N2","Gallagher","Leslie","416-260-2673","121","Medical & Diagnostic Laboratories","3"
"25073","Cornell Engineering Company Limited","47 Atomic Avenue","","M8Z 5K8","Stevens","Iain","416-255-0163","","Cold-Rolled Steel Shape Mfg.","7"
"23755","Corner Edge Products Ltd","470 Finchdene Sq","","M1X 1C2","Silver","Martin","416-321-1393","223","All Other Converted Paper Product Mfg.","14"
"22423","Corry Cleaners","3294  Keele  St","","M3M 2H7","Joo","Taehyung","416-630-0503","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","2"
"23503","Corsa Auto Repairs And Sales","20 Rogers Rd","","M6E 1N6","Tarrin","Joel","416-658-4669","","General Automotive Repair","1"
"596","Corsetti Meat Packers Limited","2255 St Clair Ave West","","M6N 1K5","Corsetti","Carlo","416-762-7281","","Poultry Processing","20"
"24022","Corus Quay","25 Dockside Drive","","M5A 0B5","Lee","Joyce","416-392-6842","","Steam & Air-Conditioning Supply","1"
"90","Cosmetica Laboratories Inc","1960 Eglinton Ave East","","M1L 2M5","Mayer","Amnon","416-615-2400","290","Toilet Preparation Mfg.","450"
"23750","Cosmos Auto","3199 Danforth Ave","","M1L 1B8","Govostis","Nick","416-463-6827","","General Automotive Repair","2"
"22690","Costa's Mobile","133 Midwest Road","A","M1P 3A6","Chionidis","Costa","416-755-0550","","General Automotive Repair","5"
"23131","Courtesy Gown Preservation","577 Eglinton Ave West","","M5N 1B5","Polyzois","Gus","416-488-6255","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","3"
"24813","Covertech Fabricating Inc","279 Humberline Dr","","M9W 5T6","Orologio","Eric","416-798-1340","235","Laminated Plastic Plate, Sheet & Shape Mfg.","80"
"23571","Coxwell Ultrasound","1577 Danforth Avenue","7","M4C 1H7","Vourlas","Anastasios","416-465-5735","","Medical & Diagnostic Laboratories","5"
"23178","Coyle Corrugated Containers Inc","5600 Finch Ave E","","M1B 1T1","MacLennan","Robert","416-291-2963","231","Other Printing","85"
"23733","Craftsman Custom Built Shutters Inc","120 Finchdene Square","11","M1X 1A9","Braham","Chris","416-282-4229","","Wood Window & Door Mfg.","12"
"22625","Craiglee Nursing Home","102 Craiglee Drive","","M1N 2M7","Heinz","Angie","416-264-2000","303","Nursing Care Facilities","200"
"22948","Creative Custom Furnishings Corporation","350 Oakdale Road","","M3N 1W5","Demeau","Gloria","416-742-7450","222","Upholstered Household Furniture Mfg.","22"
"23969","Creative Form Plastics","589 Middlefield Rd","28","M1V 4Y6","Lantz","Donny","416-297-7566","22","All Other Plastic Product Mfg.","19"
"24598","Creeds Dry Cleaning","390 Dupont St","","M5R 1V9","Creed","Jeremy","416-482-9033","21","All Other Clothing Stores","5"
"23042","Crescent Town Cleaners","3008 Danforth Avenue","","M4C 1M7","Lee","Dongwan","416-690-5218","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","2"
"23180","Crosstown Auto Service","1467 Bathurst St","","M5P 3G8","DiMonte","Domenic","416-653-1144","3","General Automotive Repair","15"
"23172","Crosstown Coin Car Wash","1760 Albion Rd","","M1E 2N7","DiMonte","Domenic","416-653-1144","3","Car Washes","1"
"23175","Crosstown Touchless Car Wash","3193 Dundas St W","","M1P 3C7","DiMonte","Domenic","416-653-1144","3","Car Washes","3"
"24695","Crown Art Dental Laboratory","55 Eglinton Ave E","203","M4P 1G8","Wattimena","Irawan","416-482-0055","","Offices of All Other Health Practitioners","7"
"427","Crown Cleaners","3761 Lakeshore Blvd W","","M8W 1R1","Kim","Chang Bae","416-255-9545","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","1"
"24579","Crown Food Service Equipment Ltd","70 Oakdale Road","","M3N 1V9","Sodi","Dave","416-746-2358","","All Other Misc. Fabricated Metal Product Mfg.","85"
"24222","Crown Metal Packaging Canada LP Weston Plant","21 Fenmar Drive","","M9L 2Y9","Armstrong","Jim","905-660-2112","2112","Metal Can Mfg.","125"
"23789","Crown Silversmiths Co","3885 Chesswood Dr","3885","M3J 2R8","Logan","Carol","416-636-2995","","All Other Personal Services","1"
"21940","CryoCanada Inc","530 McNicoll Avenue","","M2H 2E1","KellyKeable","Janet","416-502-1950","","All Other Personal Services","4"
"25145","Crystal Claire Cosmetics Inc","20 Overlea Boulevard","","M4H 1A4","Shen","Lily","416-421-1882","119","Toilet Preparation Mfg.","430"
"22188","Crystal Tile & Marble Ltd.","23 Apex Road","","M6A 2V2","Figliomeni","Dino","416-781-5671","","All Other Non-Metallic Mineral Product Mfg.","70"
"22836","Cule Dry Cleaners","600 The East Mall","2","M9B 4B1","Kim","Angelo","416-889-7500","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","2"
"24220","Custom Colour Labs Inc","4455 Chesswood Drive","1","M3J 2C2","Hopman","Walwyn","416-630-2020","","Photo Finishing Laboratories (exc. One-Hour)","40"
"24101","Custom Components Mfg Ltd","1960 Ellesmere Rd","15","M1H 2V9","Pota","Saverio","416-439-0401","","Other Metalworking Machinery Mfg.","8"
"24541","Custom Door Lock Service","1060 Kingston Rd","","M1N 1N4","McPake","David","416-699-4716","","Other Building Material Dealers","8"
"22851","Custom Wood Designs","45 Brisbane Rd","6","M3J 2K1","Jackson","Dean","416-240-1091","","All Other Misc. Wood Product Mfg.","1"
"21963","Custom Wood Fabricating Co","31 Racine Road","","M9W 2Z4","Milstein","Harold","416-748-7954","","Hardwood Veneer & Plywood Mills","35"
"25296","D Cam Auto","126 Oakdale Rd","","M3N 1V9","Campoli","Dino","416-743-7255","","General Automotive Repair","3"
"447","D Crupi and Sons Limited Bethridge Asphalt Plant","176 Bethridge Road","","M9W 1N3","Passalacqua","Domenic","416-291-1986","344","Asphalt Paving Mixture & Block Mfg.","4"
"448","D Crupi and Sons Limited Brimley Asphalt Plant","477 Brimley Road","","M2M 3W2","Passalacqua","Domenic","416-291-1986","344","Asphalt Paving Mixture & Block Mfg.","4"
"24266","D Crupi and Sons Limited Brimley Crushing Plant","477 Brimley Rd","","M1J 1A2","Passalacqua","Domenic","416-291-1986","344","Limestone Mining & Quarrying","5"
"446","D Crupi and Sons Limited Passmore Ave Asphalt Plant","85 Passmore Ave","","M1S 3B6","Passalacqua","Domenic","416-291-1986","344","Asphalt Paving Mixture & Block Mfg.","4"
"24617","D D Muffler","15 Crockford Blvd","4","M1L 4J9","Mangaru","Doulatram","416-755-7470","","Automotive Exhaust System Repair","0"
"25167","D L XRay Ultrasound Services","2299 Dundas St W","105","M6R 1X7","Ugovsek","Roman","416-937-9971","","Medical & Diagnostic Laboratories","1"
"24859","D L XRay Ultrasound Services","2299 Dundas Street West","","M6R 1X7","Ugovsek","Roman","416-534-8487","","All Other Out-Patient Care Centres","2"
"477","D&J Manufacturing Co Ltd","140 The East Mall","","M8Z 5V5","Lopez","Liza","416-236-7366","226","Other Millwork","21"
"25001","DANFORTH SIGNS","2001 ALBION RD","19","M9W 6V6","GREWALL","JERRY","416-674-5775","","Digital Printing","0"
"24192","DBS Tooling","740 Gordon Baker Road","738","M2H 3B4","Yim","Michael","416-492-0111","","Machine Shops","5"
"25065","DBS Tooling","740 Gordon Baker Rd","738","M2H 3B4","Yim","Michael","416-492-0111","","Machine Shops","1"
"24786","DCB Auto Repairs","141 Oakdale Rd","4","M3N 1W2","Pilkey","Brandon","416-747-0400","","General Automotive Repair","1"
"24046","DD Specialty Components Ltd","6797 Steeles Ave West","","M9V 4R9","Desai","Ganu","416-675-0255","","Iron & Steel Pipes & Tubes Mfg.","6"
"24917","DE LUCA DENTAL LAB","129 Willowdale Avenue ","","M2N 4Y3","DE LUCA","DANIEL","416-223-5870","","Medical & Diagnostic Laboratories","26"
"25164","DE LUCA DENTAL LABORATORY","129 Willowdale Avenue","","M2N 4Y3","DELUCA","DANIEL","416-223-5870","","Medical Equipment & Supplies Mfg.","25"
"24267","DEL Equipment","139 Laird Drive","","M4G 3V6","Gelineau","Patrick","416-421-5851","135","Motor Vehicle Body Mfg.","65"
"24095","DM Automotive","1460 Castlefield Ave","","M6M 1Y7","DiLuccio","Domenic","416-651-5596","","General Automotive Repair","2"
"25011","DOMAR TRANSMISSION LTD","130 SKYWAY AVE","","M9W 4Y9","SCARPONE","RICK","416-675-2268","","MV Transmission & Power Train Parts Mfg.","15"
"376","DSG Canusa","25 Bethridge Road","","M9W 1M7","Galesanu","Dan","416-744-5810","","Plastic Film and Sheet Manufacturing","90"
"24269","DTE Industries 2010 Limited","69 COMSTOCK RD","","M1L 2G9","Naidu","Kathleen","416-757-6278","302","Other Metal Container Mfg.","39"
"23233","Dairylicious","37 Kodiak Cres","10","M3J 3E5","Kats","Yaro","416-398-9398","","Non-Chocolate Confectionery Mfg.","3"
"24533","Dakar Inc","204 TORYORK DRIVE","","M9L 1Y1","Zaza","Dakar","416-663-8221","","Wood Container & Pallet Mfg.","3"
"22228","Dakota Systems Ltd","31 Melford Dr","4","M1B 2G6","Fisher","Art","416-292-8428","","Support Activities for Printing","5"
"231","Daleena Technologies Inc","705 Progress Ave","46","M1H 2X1","Penna","B Anthony","416-850-8006","111","Other Communications Equipment Mfg.","4"
"24810","Dallas Coach","227 Queens Plate Drive","3","M9W 6Z7","Chan","Eddy","647-288-3878","","Charter Bus Industry","4"
"22046","Dalton Pharma Services","349 Wildcat Road","","M3J 2S3","Kanaris","James","416-661-2102","233","Pharmaceutical & Medicine Mfg.","75"
"24577","Dan Signs","224 Greenwood Ave","","M4L 2R2","Tran","Tran","416-406-3313","","Sign Mfg.","1"
"23841","Danaci Jewellery Inc","55 Queen St E","1501","M5C 1R6","Danaci","Agop","416-363-0030","","Jewellery & Silverware Mfg.","2"
"25324","Dandy Cleaners","310 Dundas St E","","M5A 3Z8","Lee","Stephen","416-921-2257","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","1"
"24953","Danforth Auto Centre","1835 Danforth Ave","","M4C 1J3","Virginillo","Vito","416-690-7014","","General Automotive Repair","6"
"21919","Danforth Auto Tech","1110 Danforth Avenue","","M4J 1M3","Badami","John","416-465-3105","","Automotive Parts & Accessories Stores","2"
"111","Danforth Main XRay Clinic","2494 Danforth Ave","201","M4C 1K9","Kayama","Glenn","416-691-5071","","Medical & Diagnostic Laboratories","12"
"22186","Daniel's Auto Repair And Service Centre Inc","1165 Woodbine Avenue","","M4C 4C6","Chow","Betty","416-421-3111","","General Automotive Repair","1"
"25327","Danier Leather","2650 St Clair Ave W","","M6N 1M2","Fernando","Luke","416-762-8175","","Fur & Leather Clothing Mfg.","1"
"22031","Danisco Canada","230 Midwest Rd","","M1P 3A9","Sinden","Christine","416-646-1902","","All Other Food Mfg.","1"
"22461","Danny & Vince Automotive Inc","14 Lockport Ave","","M4T 1L2","Fabrizo","Vincenzo","416-231-1077","","General Automotive Repair","2"
"23912","Darcor Casters And Wheels","7 Staffordshire Place","","M8W 1T1","Geressu","Seyed","416-255-8563","205","Stamping","45"
"338","Dare Foods Limited","143 Tycos Drive","","M6B 1W6","Knight","Norm","416-787-0253","311","Non-Chocolate Confectionery Mfg.","56"
"22119","Dart Auto Service","1 Sheffield Street","","M6M 3E5","Dalimonte","John","416-245-8066","","General Automotive Repair","5"
"22229","Datcom Inc","1361 Huntingwood Drive","13","M1S 3J1","Danford","M","416-293-2866","223","Electrical Wiring & Construction Supplies Whl","7"
"25130","Dave Dental Labortory","1315 Lawrence AveE","409","M3A 3R3","Li","David","416-445-8301","","Offices of All Other Health Practitioners","5"
"24036","Davidson Machine Shops Limited","58 Crockford Boulevard","","M1R 3C3","Amring","Gary","416-759-5061","","Machine Shops","6"
"23466","Davies Autobody Limited","337 Bering Ave","","M8Z 3A8","Taylor","Mike","416-236-2383","","Automotive Body, Paint & Interior R&M","4"
"23410","Dax Auto Collision","241 Bridgeland Ave","","M6A 1Y7","Hariraj","Ramrattan Hariraj","416-256-5621","","Automotive Body, Paint & Interior R&M","1"
"23826","Dayfive Enterprises Inc","166 Donlea Drive","","M4G 2M8","Laidlaw","Carl P","647-495-7890","","Engineering Services","1"
"24924","Daytech Limited","70 Disco Road","","M9W 1L9","Gooch","Richard","416-675-1195","235","All Other Misc. Fabricated Metal Product Mfg.","40"
"24150","Dcam Auto Service","126 Oakdale Rd","","M3N 1V9","Campoli","Dino","416-743-7255","","General Automotive Repair","3"
"21870","De Groots Diagnostic Centre Ltd","4 Falaise Road","","M1E 3B5","Miller","Krista","416-282-7250","","General Automotive Repair","6"
"440","De Luxe Paper Products Inc","35 Dynamic Drive","","M1V 2W2","Boivin","Claude","514-645-4571","232","Paper Bag & Coated & Treated Paper Mfg.","69"
"24002","De Tourdonnet Productions Inc","42 Aldwych Ave","","M4J 1X2","De Tourdonnet","Vincent","416-778-7737","","Independent Artists, Writers & Performers","1"
"25193","Deca Publications Company","59 Cambridge Avenue","","M4K 2L2","Aivalis","Dimitri","416-461-0449","","Other Printing","3"
"24058","Deco Automotive","225 Claireville Drive","","M9W 6K9","Ho","Vivian","416-674-5598","2150","Stamping","293"
"24562","Deco Labels Tags","28 Greensboro Drive","","M9W 1E1","Tchilinguirian","Robert","416-247-7878","240","Other Printing","70"
"268","Decorgraph Ltd","323 Richmond St E","1-2","M5A 4R3","D'Silva","Veronica","416-366-3472","","Quick Printing","5"
"335","Deer Park Auto Service","40 Coulson Avenue","","M4V 1Y5","Wang","Edward","416-480-1994","","General Automotive Repair","2"
"25031","Deer Park Collision Center","151 Toryork Drive","8","M9L 1X9","Persaud","Terry","416-930-1844","","Automotive Body, Paint & Interior R&M","1"
"23762","Defranco Neill Ltd","6 Geary Ave","","M6H 2B3","Defranco","Joe","416-534-8311","","All Other Misc. Fabricated Metal Product Mfg.","1"
"25257","Dekora Album Corp","3952 Chesswood Dr","","M3J 2W6","Vicente","Dina","416-588-8800","","Book Publishers","3"
"22756","Del Monte Custom Cleaners Inc","1124 The Queensway","","M8Z 1P7","DeMichele","Rinaldo","416-259-5511","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","12"
"431","Del's Pastry Ltd","344 Bering Avenue","","M8Z 3A7","Bialoskorski","Slawomir","416-231-4383","228","Commercial Bakeries & Frozen Product Mfg.","100"
"22138","Delmoro Funeral Home","61 Beverly Hills Dr","","M3L 1A2","DesboisHickey","Chantelle","416-698-8551","","Funeral Homes","20"
"23158","Delsol Auto Collision Ltd","115 Toryork Drive","","M9L 1X6","Ruslim","Ben","416-746-1555","","Automotive Body, Paint & Interior R&M","6"
"23449","Delta Engravers 1988 Inc","130 Lepage Court","5","M3J 3J1","Calabria","Filomena","416-630-7945","","Coating, Engraving & Heat Treating Activities","7"
"23141","Delta Graphic 2000 Inc","20 Toro Road","","M3J 2A4","Cukierman","Erez","416-369-6425","","All Other Household Furniture Mfg.","1"
"25321","Delta Metal Products And Glass Ltd","2394 Kenhar Dr","","M5C 1R6","Noce","Sante","416-745-4847","","Structural Steel & Precast Concrete Erection","5"
"24717","Delta Tire","64 Racine Rd","","M9W 2Z7","Zahreddine","Wassim","416-710-2030","","Tire Dealers","5"
"21925","Demtra Sheet Metal Industries Ltd","120 Midwest Road","21","M1P 3B2","Howes","Steve","416-751-8303","","Cold-Rolled Steel Shape Mfg.","9"
"24440","Denison Gallery Ltd","33 Wingold Avenue","33","M6B 1P8","Blicker","Manny","416-781-5524","","Other Wholesale Agents & Brokers","4"
"22657","Dental Services Group Of Toronto","572 Champagne Dr","","M3J 2T9","Tu","Jane","416-654-6365","226","Medical Equipment & Supplies Mfg.","38"
"24973","Denture Clinic","246 Gerrard St East","","M5A 2G2","Di","Qiang","416-929-8064","","Offices of All Other Health Practitioners","1"
"22074","Derma Sciences Inc","104 Shorting Road","","M1S 3S4","Bakracevski","Igor","416-299-4003","229","Pharmaceutical & Medicine Mfg.","78"
"22771","Derry Tools Limited","25 Shaft Road","","M9W 4M3","Putton","Peter","416-242-8481","","All Other General-Purpose Machinery Mfg.","6"
"24337","Design To Fit Interiors Inc","126 Rivalda Road","","M9M 2M8","Chattarpaul","Paul","416-741-3980","","Other Millwork","8"
"24415","Deuce Industries","500 Coronation Drive","10","M1E 4V7","Ord","Steven","416-284-5481","","Sporting & Athletic Goods Mfg.","7"
"511","Dextran Products Limited","421 Comstock Road","","M1L 2H5","Usher","George","416-755-2231","","Pharmaceutical & Medicine Mfg.","20"
"566","Dhd Food Products Inc","80 Galaxy Blvd","5","M9W 4Y8","Lam","Hughes","416-239-7232","","All Other Food Mfg.","6"
"25119","DiCut Industries","1401 Huntingwood Drive","","M1S 3J1","Lozano","Vanessa","416-335-9900","223","Stationery Product Mfg.","1"
"22911","Diamandautocollision Inc","5 Musgrave St","5","M4E 2H3","Diamantakos","Alex","416-698-2755","","Automotive Body, Paint & Interior R&M","1"
"23115","Diamatic Metal Fabricating Co","47 Redlea Avenue","","M9V 1A7","Matharu","Mohinder","416-321-0901","","All Other Misc. Fabricated Metal Product Mfg.","1"
"24284","Dietron Tool Die Inc","64 Melford Dr","","M1B 3V3","Scrymgeour","Jennifer","416-297-5858","","Machine Shops","23"
"218","Digital Specialty Chemicals Limited","470 Coronation Drive","","M1E 4Y4","Gukathasan","Ravi","416-231-2991","114","All Other Misc. Chemical Product Mfg.","43"
"22602","Digitalprintnet","60 Bloor St W","203","M4W 3B8","Hassan","Ismail","416-288-8666","223","Digital Printing","5"
"263","Digitalwon Imaging Inc","266 King St West","303","M5V 1H8","Mead","Anthony","416-593-4438","","Digital Printing","5"
"9","Digitime","550 Queen St West","","M5V 2B5","Hussain","Huzaifa","416-364-9762","","Digital Printing","1"
"22755","Dikson Service Canada Inc","31 Progress Avenue","20","M1P 2Y6","Carson","Maureen","416-298-2212","12","Toiletries, Cosmetics & Sundries Whl.","8"
"22646","Dilla Signs","29 Passmore Ave","19","M1V 3H5","Manji","Firoz","416-332-9494","","All Other Miscellaneous Mfg.","1"
"464","Dimpflmeier Bakery Ltd","36 Advance Road","","M8Z 2T4","Pether","Carol","416-239-3031","150","Commercial Bakeries & Frozen Product Mfg.","190"
"24089","Direct Factory Sales Limited","80A ROLARK DRIVE","","M1R 4G2","Boehm","David","416-332-1740","","All Other Whl.","16"
"23414","Direct Poultry Ltd","34 Vansco Rd","","M8Z 5J4","Neves","Claudio","416-658-0911","223","Poultry Processing","65"
"24912","Direct Upholstery Ltd","475 GaryRay Dr","","M9L 1P9","Raviele","Pasquale","416-746-4488","","Upholstered Household Furniture Mfg.","35"
